"source_id","source_domain","source_dispute","source_003_verdict","source_003_status","source_reference","disposition","final_finding","reason","correction_ids","research_status","implementation_status","authoritative_destination","supporting_evidence","as_of_date"
"A-14","analogs_regime","Why do the two analog studies select different episodes?","DEFINITIONAL_NOT_EMPIRICAL","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:45","MODIFIED","The screens differ in maturity, history and construction, but 2007-10 is eligible in their common window. Only some late 2021-22 episodes are excluded by a mature five-year cutoff.","The claim that the review structurally cannot select all of the original's top episodes is false; use the final common-window comparison.","F05","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/evidence/quantitative_completion.md","research/macro/review/consolidation/evidence/R4_lookahead_and_cpi_patch.md; source 003 locator: PHASE_B s69-74; R1 finding 3; R4 A2","2026-09-20"
"A-15","analogs_regime","How sensitive is the five-year underperformance result to specification?","REVIEW_CORRECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:46","ACCEPTED","Conditional market underperformance is specification-sensitive: the stated five-year median is below the unconditional median with valuation included and above it when valuation is omitted.","Carry the omit-valuation counterfactual beside any underperformance statement.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R1_energy_paired_excess.md; source 003 locator: PHASE_B s143 and s126-141","2026-09-20"
"A-16","analogs_regime","Is the analog result distinguishable from sampling noise?","REVIEW_CORRECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:47","ACCEPTED","The eight-episode real five-year median lies at the 12.11 th percentile of 4955 simulated medians; the two-sided tail fraction is about 0.24.","This comparison does not distinguish the observed median from ordinary sampling variation and does not prove no possible predictive information exists.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R1_energy_paired_excess.md; source 003 locator: PHASE_B s190-203","2026-09-20"
"A-17","analogs_regime","Is a partial-September CAPE placed in an August target vector?","REVIEW_CORRECT_IMMATERIAL","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:48","ACCEPTED","The CAPE date mismatch is real but its tested effect on the original screen is immaterial within the wide rank plateau; August aligns near 42.001 and partial September near 41.254.","Separate a label/vintage defect from a claim that it changes episode selection.","DELTA-08","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R2_cape_alignment.md; source 003 locator: R2 SC-1 to SC-5","2026-09-20"
"A-18","analogs_regime","Where exactly is the CAPE date mislabelled?","NEITHER_STUDY_LOCATED_IT_PRECISELY","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:49","ACCEPTED","The uniform August column heading is misleading; code comments and the output header disclose the partial September CAPE vintage.","Correct interpretation in the final package while preserving the historical file.","DELTA-08","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R2_cape_alignment.md; source 003 locator: R2 finding 1","2026-09-20"
"A-19","analogs_regime","Is the screen comparing like with like on CAPE?","NEITHER_STUDY_RAISED","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:50","ACCEPTED","Ranking a recomputed current CAPE against published historical PE10 introduces a construction mismatch. Its measured size is inside the tested selection plateau.","Disclose the mismatch even when the tested episode ordering is unchanged.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R2_cape_alignment.md; source 003 locator: R2 bottom line","2026-09-20"
"A-20","analogs_regime","Is the rest of the target vector dated August?","REVIEW_OVERREACH","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:51","ACCEPTED","The target vector is intentionally mixed-vintage, including exogenous CAPE, quarter-stamped profit share and prior-month sentiment. Review 002 overstated the uniform-month implication.","Per-element dates resolve the issue more accurately than calling the entire computation wrong.","DELTA-08","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R2_cape_alignment.md; source 003 locator: R2 finding 2","2026-09-20"
"R-01","remaining","Is private credit's market share correctly stated?","REVIEW_CORRECT_ON_CHARGE_SUBSTANCE_UNVERIFIABLE","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:52","MODIFIED","The Chicago Fed source verifies$849 bn as 14% of insurer balance sheets, not 14% of a private-credit market. Withdraw the original 14%-versus 42% rebuttal; do not infer a verified 42% market share without a compatible universe and date.","The primary paper resolves the denominator even though market-share comparability remains unsettled.","WD-12;F07","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D1","2026-09-20"
"R-02","remaining","Was the published V6 verdict produced by the archived builder?","NEITHER_STUDY_FOUND_ORIGINAL_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:53","ACCEPTED","The archived V6 builder and published private-credit verdict differ in slug and label. Require a traceable generator-to-output mapping in future work.","Do not edit preserved evidence in a way that obscures the historical provenance break.","DELTA-11","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/evidence/reconciliation_notes.md","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D1","2026-09-20"
"R-03","remaining","Is equity concentration measured at all?","BOTH_WRONG","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:54","MODIFIED","Neither package supplies a historical top-ten-firm index-weight series. Retire the numerical concentration trigger; retain concentration as a descriptive question requiring appropriate constituent data.","Industry concentration is not firm concentration, but missing data does not make the economic question meaningless.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D2","2026-09-20"
"R-04","remaining","Does the original claim profit-share mean reversion?","BOTH_WRONG","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:55","MODIFIED","The original describes profit-share reversion conditionally and explicitly says it was not tested. Preserve the era-sensitive regression evidence as scenario analysis, not as a rebuttal of an unconditional original forecast.","A sound calculation can answer a useful question even when its adversarial framing overstates the other study.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/FINAL_RESEARCH.md","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D3","2026-09-20"
"R-05","remaining","What is the current after-tax profit share and its historical standing?","BOTH_CORRECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:56","MODIFIED","The captured after-tax-profit/GDP ratio is 12.0712% for 2026 Q 2 and the highest observation in the stated 318-quarter sample. Era-specific reversion estimates are descriptive and unstable.","Do not promote sample highs or estimated half-lives into an automatic timing trigger.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D3","2026-09-20"
"R-06","remaining","What would profit-share reversion actually do to valuation?","NEITHER_STUDY_COMPUTED","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:57","MODIFIED","The 42.0 to 50.3 CAPE result rewrites 38 historical earnings-proxy months after June 2023; it is not a future profit-collapse forecast. Review 002 already showed a related 49.659 September sensitivity.","Separate retroactive measurement sensitivity from forward earnings paths and correct the claimed novelty.","F04","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/evidence/quantitative_completion.md","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D3","2026-09-20"
"R-07","remaining","Are financial conditions tight or loose?","DEFINITIONAL_NOT_EMPIRICAL","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:58","MODIFIED","Narrow credit spreads and below-average NFCIrestrictiveness are consistent descriptions. Distinguish those concepts and rising policy rates rather than banning all uses of tightening.","Neither current diagnostic calm nor a word choice rules out future stress.","WD-16;F11","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/MONITORING_AND_DECISION_SPEC.md","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D4","2026-09-20"
"R-08","remaining","Does the original's own tightening-onset rule fire today?","NEITHER_STUDY_FOUND_ORIGINAL_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:59","ACCEPTED","Withdraw the current 0 of 7 invocation until its bill series and onset definition are declared. The monthly TB 3 MSrule is inactive while a daily DGS 3 MOvariant can be active.","Series frequency and window definitions materially change eligibility.","WD-13","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D4","2026-09-20"
"R-09","remaining","Are the original's kill criteria sound?","REVIEW_CORRECT_UNDERSTATED","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:60","ACCEPTED","Retire the four original kill criteria: they confuse predictive targets, use inconsistent horizons or rely on a defective statistic. Use indicator-specific research questions and review rules.","A diagnostic alarm at an equity high is not inherently falsification of a stress indicator.","DELTA-10","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D5","2026-09-20"
"R-10","remaining","Is the review's own retirement rule operable?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:61","MODIFIED","Rare-event validation cannot be promised on a convenient human timescale. Replace the 20-alarm/5-alarm framing with annual methodology review and 24-month utility review, while recording sparse outcomes without automatic promotion.","Elapsed time and tiny event counts do not establish statistical validity.","RV-07","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/MONITORING_AND_DECISION_SPEC.md","research/macro/review/consolidation/evidence/R7_remaining_disputes.md; source 003 locator: R7 D5; R9_contract_notes.md","2026-09-20"
"V-01","review_audit","Does the preregistration predate the computation?","REVIEW_OVERSTATES","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:62","MODIFIED","Hashes establish agreement with sealed contents, not independently verified preregistration chronology.","End-of-run hashes and mutable file times do not prove what information was available before analysis.","RV-01","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/evidence/reconciliation_notes.md","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 2","2026-09-20"
"V-02","review_audit","Was the event assignment per indicator preregistered?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:63","ACCEPTED","Primary event assignment was not preregistered. Publish both diagnostic recession-present-or-onset and strictly future recession-onset results for relevant indicators.","The event definition changes the question and the eligible denominator.","RV-02","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 F2; R9_contract_notes.md","2026-09-20"
"V-03","review_audit","How robust is the credit indicator's perfect record?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:64","ACCEPTED","Credit widening's 2/2 diagnostic record is two coincident episodes; strictly future onset has zero eligible episodes and an undefined rate. Classify it as watch.","A perfect observed record on n=2 with a wide Wilson interval is not demonstrated leading reliability.","RV-03","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 F2; R9 contract notes","2026-09-20"
"V-04","review_audit","Were the Tier 1 flags selected without maximizing hit rate?","REVIEW_OVERSTATES","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:65","MODIFIED","Remove the unsupported assurance about the selection process. Publish selected and alternate-target rankings without concluding that ranking caused selection.","No contemporaneous selection record identifies motivation or optimization.","RV-04","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/evidence/reconciliation_notes.md","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 3","2026-09-20"
"V-05","review_audit","Is the review's multiple-comparison exposure adequately disclosed?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:66","ACCEPTED","Disclose 54 indicator-event-horizon combinations and 162 split rows, including the small samples behind zero observed false alarms.","These comparisons are exploratory and do not provide independent repeated confirmations.","RV-05","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 3","2026-09-20"
"V-06","review_audit","Does the dashboard present hit rates and error rates even-handedly?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:67","ACCEPTED","The existing display gives favorable base rates greater default prominence than uncertainty. Require equally visible denominators, false alarms and dependence in any future tool.","The requirement is incorporated in the specification; existing UI implementation remains unchanged.","DELTA-12","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/MONITORING_AND_DECISION_SPEC.md","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 F1","2026-09-20"
"V-07","review_audit","Do the 35 passing tests establish the system's numbers?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:68","MODIFIED","Existing tests do not prove every number, but the assertion of no core or shared-calendar protection is too broad. Add independent value and boundary/prose checks in a later implementation.","A shared-helper positional regression would already fail the headline check; distinguish specific missing pins from absence of all coverage.","DELTA-13;F09","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/MONITORING_AND_DECISION_SPEC.md","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 F3","2026-09-20"
"V-08","review_audit","Does the prospective scorer honour its stated guarantees?","REVIEW_MOSTLY_SOUND_ONE_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:69","MODIFIED","Preserve the demonstrated 21/22 guarantees and record the version-reset cooldown defect. Future declustering must follow economic-definition continuity and separate materially changed definitions.","One defect does not invalidate the tested snapshot/maturity protections, and version pooling needs an explicit policy.","DELTA-14;F08","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/MONITORING_AND_DECISION_SPEC.md","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 F5","2026-09-20"
"V-09","review_audit","Does the monitor degrade gracefully?","REVIEW_DEFECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:70","MODIFIED","The existing monitor fails visibly and preserves latest.json. Context-feed loss currently prevents a successful whole run; the final design proposes dependency-local validity. Displaying a clearly labeled failure page is intentional and not inherently defective.","Retain immutable last-valid data and failed attempts; distinguish a future degraded-display policy from correcting a demonstrated data-loss defect.","DELTA-15;DELTA-16;F16;F17","APPLIED_BY_FINAL_SUPERSESSION","DEFERRED_UNTIL_TOOL_DECISION","research/macro/review/final/MONITORING_AND_DECISION_SPEC.md","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 F4, F6","2026-09-20"
"V-10","review_audit","Does the review's event study reproduce?","REVIEW_STRONG","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:71","ACCEPTED","The event study's 162 metric rows reproduce on counts, false-alarm rates, Wilson bounds and lead medians; minor floating-point differences do not alter those findings.","Reproducibility supports the calculations while preregistration, vintage and event-selection limitations remain.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 2","2026-09-20"
"V-11","review_audit","Do the review's twelve indicators reproduce from source?","REVIEW_STRONG","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:72","ACCEPTED","The twelve captured indicator values reproduce independently from the contract text; no stale CPI figures appear in the shipped review dashboard.","A correct current capture does not establish future availability, real-time-vintage performance or implementation completeness.","","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R8_implementation_audit.md; source 003 locator: R8 contract table","2026-09-20"
"V-12","review_audit","Does the review disclose its revised-vintage limitation honestly?","REVIEW_STRONG","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:73","ACCEPTED","Review 002 consistently discloses revised vintages. Apply that qualification at individual holdout headings and records as well.","Chronological splitting of revised data is pseudo-out-of-sample, not a historical real-time simulation.","RV-06","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/INDICATOR_CONTRACT.csv","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 5","2026-09-20"
"V-13","review_audit","How many of the review's charges against the original survive audit?","REVIEW_SUBSTANTIALLY_CORRECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:74","MODIFIED","Many specific Review 002 criticisms are substantiated and several favor the original work. Do not elevate inconsistent aggregate audit counts into a new reliability percentage or declare all interpretive disputes resolved.","The final ledger resolves named issues individually and corrects overstatements in both reviews.","F13","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/evidence/reconciliation_notes.md","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 4","2026-09-20"
"V-14","review_audit","Does a docstring promise work the code does not do?","REVIEW_CORRECT","closed","research/macro/review/consolidation/RESOLUTION_LEDGER.csv:75","ACCEPTED","The total-return helper docstring promises an extension its body does not implement. Record the documentation defect and preserve the historical source.","This does not justify claiming an unmeasured downstream impact.","DELTA-17","APPLIED_BY_FINAL_SUPERSESSION","NO_EXISTING_SOFTWARE_CHANGE","research/macro/review/final/evidence/reconciliation_notes.md","research/macro/review/consolidation/evidence/R5_review_of_review.md; source 003 locator: R5 item 4","2026-09-20"
