"claim_id","input_package","old_verdict","blind_verdict","old_group","blind_group","exact_disagreement","collapsed_disagreement","old_eligible","blind_eligible","eligibility_change","sampling_weight","comparison_type","post_unblinding_assessment","old_source","old_note","blind_source","blind_note"
"AJ-20260515-14","V6_japan_credit_crypto","MOSTLY_TRUE","MOSTLY_TRUE","supported","supported","0","0","1","1","0","17.125","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","ECB statements and Lagarde remarks on the digital euro","The quote and the position are right; the title is wrong, as the transcript itself flags.","https://www.ecb.europa.eu/press/key/date/2026/html/ecb.sp260417~033a4546f5.sl.html","Quote and policy position are accurate; the office attribution is wrong. It is inappropriate to turn the title error into denial that the quotation exists."
"AJ-20260515-05","V6_japan_credit_crypto","MOSTLY_TRUE","MISLEADING","supported","adverse","1","1","1","1","0","17.125","possibility_vs_implication","Original correctly treats token controls as technically possible but not statutory requirements. Blind label is harsher about implied compulsory design; claim uses can, so this adverse judgment is debatable. Do not retroactively erase it or present it as proven error.","P.L. 119-27; ERC-20/issuer contract capabilities","The law exists and does what he says about reserves; the programmability features he describes are technically possible but are not mandated, authorised or even addressed by the statute.","https://www.govinfo.gov/content/pkg/PLAW-119publ27/html/PLAW-119publ27.htm","Tokens can be programmed, but a real law and generic technical possibilities are joined to imply a new universal money-control design. Bank-account money also can carry restrictions. Enactment alone does not establish the claimed cash/stablecoin contrast."
"AJ-20260819-29","V6_japan_credit_crypto","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","17.125","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","Apollo Global Management 10-K (2026-02-25); Athene statutory filings","The structural claim - Apollo originates, Athene holds - is uncontested and disclosed in Apollo's own investor materials; only the specific dollar figure is unverified here.","https://www.myrmikan.com/pub/Myrmikan_Research_2026_08_14.pdf p.16; https://ir.apollo.com/sec-filings/content/0001858681-26-000013/apo-20251231.htm; https://ir.athene.com/sec-filings/all-sec-filings/content/0001527469-24-000031/ath_agmer1q2024vf.htm","Attribution to the intermediary is traceable, but independently validating total assets versus Apollo-originated, managed, affiliate and US-life-only assets requires a reconciliation not supplied. The matching historical total is not by itself proof of an error."
"AJ-20260819-27","V6_japan_credit_crypto","MOSTLY_TRUE","MOSTLY_TRUE","supported","supported","0","0","1","1","0","17.125","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","Chicago Fed WP 2025-09; Bloomberg 'Apollo and Wall Street Private Equity Firms Bet on America's Life Insurance'; company filings","Order of magnitude and direction are well documented; the exact figures come from a promotional newsletter rather than a regulator.","https://www.myrmikan.com/pub/Myrmikan_Research_2026_08_14.pdf p.16; https://content.naic.org/sites/default/files/capital-markets-pe-owned-ye2024.pdf","Source attribution and asset magnitude are supported. Life-only versus all-insurer counts explain a possible 134/137 difference; basically zero in 2009 is loose and not independently pinned to an exact baseline."
"AJ-20260612-21","V6_japan_credit_crypto","TRUE","MISLEADING","supported","adverse","1","1","1","1","0","17.125","checked_fragment_not_mechanism","Original verifies NSFR factor/date but does not substantiate no longer operating an unallocated shell game at scale. The claim bundles genuine regulation with a stronger market-mechanism conclusion.","BCBS Basel III NSFR standard; EU CRR2; UK PRA implementation","The rule and the date are right. The attributed motive ('what are you doing, China?') is Jikh's own.","https://www.bis.org/committees/bcbs/basel-framework/standard/nsf?allChapters=true; https://www.gold.org/goldhub/gold-focus/2021/06/basel-iii-and-gold-market","Stable funding is not synonymous with 100% cash backing or allocation of every gold liability. The rule can make intermediation more costly but does not prohibit unallocated gold or prove that its market can no longer operate at scale."
"AJ-20260819-17","V6_japan_credit_crypto","MOSTLY_TRUE","MOSTLY_TRUE","supported","supported","0","0","1","1","0","17.125","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","SEC.gov, Division of Corporation Finance no-action letter 'Certain Data Center Securitizations' (072926); Reuters 'US SEC exempts certain data center bonds from key securitization rules'; Latham & Watkins client alert","Substance fully confirmed, including his near-verbatim quote. Only error: he says 'about a week ago' in an 2026-08-19 video; the letter is dated 2026-07-29, three weeks earlier. Because Reg RR's definition of ABS is tied to Sec. 3(a)(79), the risk-retention consequence he draws follows.","https://www.sec.gov/rules-regulations/no-action-interpretive-exemptive-letters/division-corporation-finance-no-action/certain-data-center-securitizations-072926","The response and quoted conclusion are real. July 29 is three weeks, not one week, before August 19; the opinion is limited to the structure described and is not a blanket exemption for AI loans."
"AJ-20260728-49","V6_japan_credit_crypto","TRUE","MOSTLY_TRUE","supported","supported","1","0","1","1","0","17.125","minor_context_threshold","Both confirm proposed 55%-to-20% change; blind reader qualifies repatriation motive. Same supported class.","CoinDesk 2026-07-15; Japan FY2026 tax reform outline; thirdweb analysis","55% -> 20% is exact, and his framing ('is proposing to cut') correctly signals it is not yet in force.","https://www.fsa.go.jp/en/newsletter/accessfsa2026/270.pdf pp.10-12; https://www.fsa.go.jp/en/refer/councils/singie_kinyu/20260216.html","Correct as a proposal, not a tax cut already applying to all holders. Offshore wealth repatriation and yen support are inferred motives rather than verified outcomes or universal eligibility."
"BR-20260408-21","V7_inflation_cycle_labor_housing","UNVERIFIABLE","TRUE","unresolved","supported","1","1","0","1","1","18.75","cash_definition_and_embedded_fact","Original labels advice UNVERIFIABLE and interprets cash as remunerated Treasury bills. Blind reader scores nominal non-interest cash identity, with an explicit bill-yield caveat. Resolving cash definition matters more than declaring either reader wrong.","channel promotional segment","The stated rationale is arithmetically backwards for 2026: 3-month bills yielded 3.72% against 3.71% CPI, i.e. a real return of about zero, while real average hourly earnings were negative. Cash did not ""lose value even more rapidly"" - it roughly held it. Recorded as pitch-adjacent framing that misstates the cash calculus to argue against holding it.","FRED CPIAUCSL via review/phase_c/second_reader_data_checks.json; data/raw/; scripts/factbase.py","Embedded economic identity is correct. Interest-bearing cash instruments require nominal interest and tax to be considered; the recommendation itself is not scored."
"BR-20260912-20","V7_inflation_cycle_labor_housing","MOSTLY_TRUE","MISLEADING","supported","adverse","1","1","1","1","0","18.75","same_evidence_severity","Both find October 2007 top, three months after July, and roughly 57% daily decline. Difference is materiality of six-month lead claim.","Shiller monthly S&P 500 via local fact base scripts/factbase.py (FRED)","The mechanism is right - credit markets did crack in mid-2007 while equities made a new high in October - but both numbers are stretched in the direction of the argument. The equity peak was three months after July 2007, not six, and the decline was 51-57%, not 60%. The lead he is selling is half what he claims.","review/phase_c/second_reader_data_checks.json; data/raw/; scripts/factbase.py; https://www.federalreservehistory.org/essays/great-recession-of-200709","Rising credit stress preceded the severe equity bear market, but exactly six months requires selecting a later acceleration rather than the onset of falling prices. No CDS series or warning threshold is specified."
"BR-20260809-06","V7_inflation_cycle_labor_housing","TRUE","TRUE","supported","supported","0","0","1","1","0","18.75","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","FRED MMMFFAQ027S, GDP via local fact base scripts/factbase.py (FRED)","Correct and understated: money-fund assets relative to GDP are ABOVE the level preceding each of the last three recessions, and within half a point of the all-time high set in 2009Q1. What he does not address is that the mechanism is ambiguous - the same stock of cash is read by others as dry powder rather than defensive positioning.","review/phase_c/second_reader_data_checks.json; data/raw/; scripts/factbase.py; FRED MMMFFAQ027S and GDP","All three comparisons hold even using Q1, the observation available before August 9. This is money-market fund assets, not all cash and not proof of future equity inflows or recession causation."
"AJ-20260720-11","V7_inflation_cycle_labor_housing","TRUE","MOSTLY_TRUE","supported","supported","1","0","1","1","0","18.75","population_definition","Same approximate count and population; blind reader qualifies shareholder versus active trader count. Same supported group.","Bloomberg 2026-06-25 ""South Korea's Ant Army Is Driving an AI Market Frenzy""; youngresearch.com ""14 Million Ants Ride Korea's AI Boom""; EVENTS_2026.md (shared verified timeline) §4","All three figures check out: population ~51.7m, ~14m retail accounts, ratio ~27%. The leverage and the crash are independently documented (EVENTS §4): forced liquidations of ~2.3 trillion won, a ~-33% July drawdown, presidential intervention.","https://en.yna.co.kr/view/AEN20260318005500320?section=economy-finance%2Feconomy","About fourteen million and roughly a quarter are reasonable approximations. Shareholders and active retail traders are different populations; ants is a common nickname, not universal self-identification."
"BR-20260320-12","V7_inflation_cycle_labor_housing","MOSTLY_TRUE","FALSE","supported","adverse","1","1","1","1","0","18.75","new_primary_contradiction","Original substitutes crude prices and generic pass-through for the claimed pump price, even citing end-March outcomes after March 20. AAA March 19 national pump data gives approximately +33%, materially below +50%. Strong specific correction.","EVENTS_2026.md (shared verified timeline) §2; FRED DCOILBRENTEU","Crude did roughly what he says (Brent +~45% by 03-20 and +~80% by month end), but US retail gasoline does not pass through one-for-one on that timescale - crude is roughly half the pump price. A 50% pump-price jump by 03-20 is almost certainly overstated; no US retail gasoline series in the fact base to settle it exactly.","https://southjersey.aaa.com/news/gas-prices-new-jersey-march-19","For the implied US national pump-price comparison, the quoted increase is materially overstated. Oil futures or a selected local station cannot silently substitute for a pump-price aggregate."
"BR-20260618-08","V7_inflation_cycle_labor_housing","TRUE","MOSTLY_TRUE","supported","supported","1","0","1","1","0","18.75","lookahead_evidence_but_direction_supported","Original June 18 claim evidence extends to August. That as-of error is demonstrable, but pre-video CPI already supports a post-2021 acceleration. Label downgrade is caution over pace/level wording, not denial of inflation.","FRED CPIAUCSL via local fact base scripts/factbase.py (FRED)","Correct. The purchasing power of a dollar fell at ~4.0%/yr over the five years to Aug-2026 versus ~2.3%/yr over the preceding 30 years - the fastest sustained erosion in the 35-year window he displayed.","review/phase_c/second_reader_data_checks.json; data/raw/; scripts/factbase.py; https://www.bls.gov/news.release/archives/cpi_06102026.htm; corpus/transcripts/bravos_2026-06-18_ArL4djz-76c.txt @1:35-2:27","Read in full context, the 2021-22 acceleration and continuing elevated price level are real. Inflation did cool; it would be wrong to read this as claiming June 2026 instantaneous inflation exceeded 2022. The unspecific slope/trend-line language prevents an exact TRUE."
"BR-20260408-09","V7_inflation_cycle_labor_housing","TRUE","MOSTLY_TRUE","supported","supported","1","0","1","1","0","18.75","lookahead_evidence_but_direction_supported","Original April 8 evidence includes Q1/Q2 2026 GDP unavailable that day. Prior years already support approximate 2-3% YoY growth. Fix calendar without treating directional proposition as false.","FRED GDPC1 via local fact base scripts/factbase.py (FRED)","Accurate - nine of the last ten quarters printed between 2.0% and 3.1% year-over-year.","review/phase_c/second_reader_data_checks.json; data/raw/; scripts/factbase.py; FRED GDPC1","Broad recent growth characterization fits YoY data, but frequency is omitted and healthy is an assessment. Current raw GDP history is revised, so this is not a complete reconstruction of the April 8 release vintage."
"AJ-20260720-05","V7_inflation_cycle_labor_housing","TRUE","MISLEADING","supported","adverse","1","1","1","1","0","18.75","wrong_underlying_fact_mapping","Same original fact_key and identical note were propagated to general 14M population and distinct two-stock leveraged-causation claim. Population count does not verify how many held those stocks or drove their rally.","Bloomberg 2026-06-25 ""South Korea's Ant Army Is Driving an AI Market Frenzy""; youngresearch.com ""14 Million Ants Ride Korea's AI Boom""; EVENTS_2026.md (shared verified timeline) §4","All three figures check out: population ~51.7m, ~14m retail accounts, ratio ~27%. The leverage and the crash are independently documented (EVENTS §4): forced liquidations of ~2.3 trillion won, a ~-33% July drawdown, presidential intervention.","https://en.yna.co.kr/view/AEN20260318005500320?section=economy-finance%2Feconomy; corpus/transcripts/jikh_2026-07-20_hy90LdpEUvQ.txt @1:11","A market-wide population is repurposed as the cohort driving two particular stocks. Neither the count nor general margin-debt growth establishes that these people mostly caused this rally with borrowed money."
"AJ-20260810-23","V8_other","TRUE","UNVERIFIABLE","supported","unresolved","1","1","1","0","-1","15.75","historical_offer_scope","Original generic current CookUnity 50% offer does not establish historical Andre-code eligibility. Blind reader stricter on exact offer; not proof promotion was false.","https://cookunity.com/","Standard promo.","https://www.cookunity.com/andre (retrieval unavailable); corpus/transcripts/jikh_2026-08-10_Uw84lTiD5C8.txt @10:48","A current generic promotional discount would not prove this code, its eligibility conditions or validity on the video date. Historical offer remains unverified, not false."
"BR-20260813-32","V8_other","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","15.75","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","corpus transcripts (bravos_2026-05-11 .. 2026-09-16)","Recurring scarcity device; capacity never quantified except 09-16 ('100 spots'). Free calls kept being offered in every subsequent video, so scarcity never bit.","corpus/transcripts/bravos_2026-08-13_4AkB4c0tTfU.txt @10:29","A recurrent urgency statement is observable rhetoric, but the underlying claim that slots fill quickly cannot be independently verified from an invitation to book."
"AJ-20260825-61","V8_other","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","15.75","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","n/a","Membership CTA; content of premium videos not public.","corpus/transcripts/jikh_2026-08-25_gVksaXViB4E.txt @30:13; corpus/videos.csv","Existence of premium material is not evidence that membership revenue actually reduced sponsor count versus a counterfactual schedule. Personal protection advice and intentions have no resolved factual score."
"AJ-20260902-31","V8_other","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","15.75","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","n/a","Not a factual claim.","corpus/transcripts/jikh_2026-09-02_NZpobX6MQVA.txt @13:13; searches for original Whitney Webb medieval-feudalism/digital-ID interview","The embedded quotation is source rhetoric about intent, not documented adoption of a plan by specified decision makers. Attribution from the channel alone is not independent verification of the complete interpretation."
"AJ-20260526-17","V8_other","MOSTLY_TRUE","MOSTLY_TRUE","supported","supported","0","0","1","1","0","15.75","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","https://apps.apple.com/us/app/kikoff-build-credit-quickly/id1525159784","+25 first month verified; '+86 after first year' not found in company materials.","https://plus.kikoff.com/fb (especially terms 1-2)","Advertiser terms broadly match. The +86 cohort also excludes new delinquencies/collections, omitted in the video; these are advertiser observational averages, not guaranteed or independently causal gains. Dated #1 App Store rank and exact Andre code were not verified."
"BR-20260611-32","V8_other","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","15.75","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","bravos_2026-06-11 10:08","Not a factual claim about achieved returns; bridge to pitch.","corpus/transcripts/bravos_2026-06-11_zmIhCFYlBP0.txt @10:08-10:39","Conditional marketing advice about possible returns does not establish attainable expected returns or the only route to them. Later assertion of model performance is a separate private-performance claim, not validation of this recommendation."
"AJ-20260515-04","V8_other","MOSTLY_TRUE","MISLEADING","supported","adverse","1","1","1","1","0","15.75","same_evidence_severity","Both confirm partnerships but cannot source the universal requirement attribution. Difference is materiality of unsupported universal-compulsion framing.","https://www.axios.com/2026/04/17/...; https://tech.yahoo.com/ai/articles/tinder-docusign-zoom-integrate-sam-180423399.html; time.com/7288387","Integrations check out; the quoted Altman line could not be sourced verbatim.","https://world.org/blog/announcements/the-new-world-id-and-the-partners-bringing-proof-of-human-to-the-internet; https://news.zoom.com/zoom-and-tools-for-humanity/; https://www.help.tinder.com/hc/en-us/articles/45145471604493-World-ID-for-age-verification","Real partnerships and an ambition to provide proof of humanity do not verify that Altman said every internet transaction will require World ID. Voluntary integration, proof-of-human category and one compulsory identity provider are distinct."
"AJ-20260902-26","V8_other","MOSTLY_TRUE","MISLEADING","supported","adverse","1","1","1","1","0","15.75","same_evidence_severity","Both find an election reset and no source for martial law. Blind reader matched November bus exercise. Severity disagreement; source silence does not prove no participant used those words.","https://securityboulevard.com/2019/11/simulation-surfaces-elections-soft-cybersecurity-underbelly/; PRWeb Operation Blackout 2020","Election-cancelled part is right for 2019; 'state of emergency and martial law' not in any account found; the 2020 rerun where defenders prevailed is omitted.","https://www.nextgov.com/digital-government/2019/11/cyber-firm-sows-chaos-in-election-hack-simulation/238752/; corpus/transcripts/jikh_2026-09-02_NZpobX6MQVA.txt @10:28-11:21","The bus detail identifies the November exercise, so a different July or London defender victory cannot refute it. Election suspension/reset is supported; cancellation plus military replacement of civilian government materially overstates the documented outcome. Absence from the account is not proof no participant ever suggested it."
"AJ-20260504-49","V9_self_performance","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","13.25","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","n/a","Self-reported personal holdings/cash level; no public record exists to verify.","corpus/transcripts/jikh_2026-05-04_HcjbJvpKZIU.txt @25:17","The stated caution is an opinion and the allocation is private. Neither should be scored false for lack of public proof or true merely because it was said."
"BR-20260813-31","V9_self_performance","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","13.25","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","corpus transcripts","Testimonial-style claims ('countless investors', 'reset the trajectory') with no verifiable content.","corpus/transcripts/bravos_2026-08-13_4AkB4c0tTfU.txt @10:08","Testimonials or existence of calls cannot establish persistent improved returns or causation from one consultation."
"BR-20260629-41","V9_self_performance","MISLEADING","UNVERIFIABLE","adverse","unresolved","1","1","1","0","-1","13.25","wrong_underlying_fact_mapping","Sample claim is 468% five-year performance only; original MISLEADING verdict is based on a separate 8x-S&P comparison from another timestamp/video. Original note itself calls the actual strategy return unverifiable. Split the atoms.","FRED SP500; bravos_2026-06-18 6:45-7:02","The strategy figure is unverifiable (public record from 04/08/2026 only; 'real capital' claim unsupported). The S&P comparison is overstated: 'eight times more than the S&P' would need an S&P return of ~58%; the actual was 74-80% (price) — and Bravos' own 06-29 example ($50k -> $85k = +70%) implies 6.7x.","corpus/transcripts/bravos_2026-06-29_OZhbi8m1Mw8.txt @7:20; https://www.linkedin.com/posts/bravos-research_stockmarket-ai-investing-activity-7478050409140543488-sUlc","The arithmetic is broadly compatible with a rounded 40% annual claim, not itself an inconsistency. Company repetition is not external verification of model execution, costs, survivorship, cashflows or live versus backtest status."
"AJ-20260805-23","V9_self_performance","TRUE","UNVERIFIABLE","supported","unresolved","1","1","1","0","-1","13.25","public_subfact_private_performance","Original confirms MU stock return but concedes holding continuity is paywalled/self-reported. That subfact does not independently confirm sponsor trading behavior or rationale.","https://www.nasdaq.com/articles/micron-239-2025-memory-chip-stock-still-buy-2026; fool.com 2026-01-18","Whether Alpha Picks 'held through the spring-2025 selloff' is per SA's own narrative (pick dates paywalled).","https://www.zacks.com/stock/news/2812482/micron-up-239-in-2025-is-the-memory-chip-stock-still-a-buy-in-2026; https://help.seekingalpha.com/what-is-alpha-picks; corpus/transcripts/jikh_2026-08-05_dlaVKt9-Tfg.txt @10:34","Stock performance is a corroborated subfact. It does not independently verify the sponsor held it through the selloff for the claimed reason or delivered that return to subscribers."
"BR-20260909-51","V9_self_performance","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","13.25","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","corpus transcripts","Testimonial-style claims ('countless investors', 'reset the trajectory') with no verifiable content.","corpus/transcripts/bravos_2026-09-09_1ZS5_txbOsc.txt @19:17","Offering a service is observable; the scale and effectiveness of client outcomes are not established by the sales statement."
"BR-20260515-34","V9_self_performance","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","13.25","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","bravos_2026-03-20 6:33-6:48; bravos_2026-05-15 9:15-9:39; bravosresearch.com (no public price list; Wayback blocked by proxy)","Arithmetic: $1.99 would be a 99.9% discount; '$1,800 in savings' off $2,000 implies $199, which is 89-90% off. Caption error, not a false claim. Note the 'usual price' anchor moved from $1,800 (03-20, 04-20) to $2,000 (05-15).","corpus/transcripts/bravos_2026-05-15_7830S4NkFe8.txt @9:15-9:39","Do not call a likely auto-caption ambiguity a proven deceptive offer. Original audio/checkout terms and the precise historical package are needed; neither $1.99 nor a corrected $199 is independently established."
"BR-20260618-25","V9_self_performance","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","13.25","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","bravos_2026-06-18 6:57-7:02; bravos_2026-06-29 7:35","No brokerage statements, audit, or third-party verification offered.","corpus/transcripts/bravos_2026-06-18_ArL4djz-76c.txt @6:57; https://bravosresearch.com/youtube/the-most-dangerous-stock-market-trap-has-just-been-set/","A backtest curve, model description or repeated company claim cannot verify actual implementation. Lack of public audit is not proof the assertion is false."
"BR-20260427-31","V9_self_performance","UNVERIFIABLE","UNVERIFIABLE","unresolved","unresolved","0","0","0","0","0","13.25","same_label","Exact labels agree; this does not imply identical sources, denominator definitions or proof of the whole causal narrative.","bravos_2026-04-27 9:21","Not public.","corpus/transcripts/bravos_2026-04-27_PN8bHAr0f1M.txt @9:19","Research coverage of natural resources is not evidence of executed firm or client allocation changes. Directional thesis and portfolio disclosure must be separated."
